Link,Status
https://xd.adobe.com/view/be203500-388d-4d45-93c0-81f197e170a0-eb73/,OK
https://xd.adobe.com/view/f1167baf-a7b6-4b52-a1dd-8c9c3e37a549-a445/,NOK - Error
https://xd.adobe.com/view/f1167baf-a7b6-4b52-a1dd-8c9c3e37a549-a445/,NOK - Error
https://xd.adobe.com/view/f1167baf-a7b6-4b52-a1dd-8c9c3e37a549-a445/,NOK - Error
